ID,comment,Bears Ears?,Sentiment,URL
DOI-2017-0002-47307,"American sportsmen and women support judicious use of the Antiquities Act to permanently conserve important lands and waters, safeguard fish and wildlife habitat, and secure public hunting and fishing opportunities. Recently designated national monuments, such as Rio Grande del Norte in New Mexico, Berryessa Snow Mountain in California and Upper Missouri River Breaks in Montana, provide important hunting and fishing opportunities and enjoy widespread support from hunters and anglers. Our community is invested in ensuring that these important landscapes will remain under long-term protection.My family and I have enjoyed our public lands for hiking, hunting, fishing and camping, to name a few ways that we have taken advantage of the public owns.We need to preserve what land is owned by each of us, for our grandchildren and future generations to come, so they too have the opportunity to enjoy our public lands as we have.Please stand with me and Backcountry Hunters & Anglers in defending the world-class habitat and hunting and angling found in America's national monuments.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-47307
DOI-2017-0002-19045,"Dear Secretary Ryan Zinke,Bears Ears National Monument is ecologically rich and culturally valuable. Rescinding or changing it hurts one of our nations most incredible landscapes. Our public lands are vital to our national legacy, which belongs not only to us, but also to all future Americans. These are the wild places we lovewhere we run, hike, camp, ski, fish, climb and spend important time with our friends and families. Theyre economically beneficial to our local communities, and to our nation as a whole.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-19045
DOI-2017-0002-11564,"Secretary Zinke, I have lived in Utah for 69 years. My Father's family were Mormon pioneers that came to Salt Lake in the 1840's. My summers were spent in Montana on my Grandfather's farm. I have visited many wild places in the West. Places like Grand Gulch, Paria Canyon, Zion Narrows, and The Maze. I am asking you to preserve these wild places for all Americans. Support the 26 tribes who have fought to preserve Bears Ears and support all the Parks and Monuments on the review list.As a citizen it is important to me that these monuments and parks are preserved for the generations to come.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-11564
DOI-2017-0002-6490,"SAVE ALL MONUMENTS for their historical value, their natural beauty and environmental and tourism value. The greed for more money for the fossil fuel companies is not a valid reason to open up these lands nor development of any kind. We should, instead, research ways to reduce the energy we use now and utilize clean energy. This is a political issue I am sorry to say. There are many groups who are working continually to save our environment and planet beauty. I hope they are sending you evidence why you shouldn't revoke these monuments and are doing a better job than I can giving you evidentiary reasons why we need to save these monuments.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-6490
DOI-2017-0002-3654,"I am strongly against removing or curtailing the protected status of any of the 22 national monuments on the list released by the Interior Department. I live in California and highly value the monuments in our state: Giant Sequoia, Mojave Trails, San Gabriel Mountains, Carrizo Plain, etc. I would be devastated if these monuments lost their protection. I have visited some of these sites and hope to visit all of them in the future. Please, please do not retract or reduce in size any of the National Monuments listed under the President's Executive Order 13792 or Executive Order 13795.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-3654
DOI-2017-0002-60414,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Miranda McGehee Phoenix, AZ 85006",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-60414
DOI-2017-0002-53951,"Dear Secretary Ryan Zinke,Bears Ears National Monument was created to ensure that this unique landscape is preserved in its current natural state in perpetuity. No profit, no source of fuel, no mineral is more important than to protect wild places for generations to come. What will our great-grandchildren thank us for? Extracting oil, gas and minerals (with their resulting pollution and damage), or allowing a special, natural place in our great country to be left unmollested?Thank you for your time,Chandra TobeyCA, 92084",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-53951
DOI-2017-0002-30121,"Dear Secretary Ryan Zinke,The rest of the letter is a precompised message but I wanted to add my own message. I recently have spent a lot of time visiting and enjoying all of the recreation possibilities in many of the national parks and monuments. Eliminating the protections on any of them would be giving up one of the many great gifts this country has to offer. As a mountain biker and a citizen co-owner of our country's public lands, I SUPPORT our existing national monuments. I SUPPORT high-quality, low impact recreation that's managed in lands protected from development. I OPPOSE the repeal of any national monument protections. This sets a bad precedent. These landscapes host high quality recreation on some of our country's most valuable landscapes. National monuments have proven to be popular attractions for tourists and locals alike, substantially contributing to local and regional economies.The San Gabriel Mountains, Fort Ord, and Berryessa Snow Mountain National Monuments in California are three critical landscapes that mountain bikers had ample voice in creating through a public process. Mountain bikers have trail plans under consideration in other national monuments including Browns Canyon in Colorado, Katahdin Woods and Waters in Maine and Cascade Siskiyou in Oregon. Likewise, cyclists enjoy riding the rural roads in Escalante Grand Staircase of Utah and Canyon of the Ancients Monuments in Colorado. These opportunities to enjoy our public lands have ALL come from being involved in a public process. Mountain bikers across the nation can visit and aspire to ride these trails in a natural protected environment. We applaud a public comment period but urge that a public process be incorporated for designating new monuments not used to roll back existing designations.Sincerely,Shawn O'Brien Duluth, MN 55811",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-30121
DOI-2017-0002-59000,"American sportsmen and women support judicious use of the Antiquities Act to permanently conserve important lands and waters, safeguard fish and wildlife habitat, and secure public hunting and fishing opportunities. Recently designated national monuments, such as Rio Grande del Norte in New Mexico, Berryessa Snow Mountain in California and Upper Missouri River Breaks in Montana, provide important hunting and fishing opportunities and enjoy widespread support from hunters and anglers. Our community is invested in ensuring that these important landscapes will remain under long-term protection.Please stand with me and Backcountry Hunters & Anglers in defending the world-class habitat and hunting and angling found in America's national monuments.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-59000
DOI-2017-0002-19526,"This comment concerns the Katahdin Woods and Waters National Monument established by President Obama and now under review by the Trump administration. I do NOT agree with Governor LePage that it's Federal status should be withdrawn. Experience in the past year clearly shows that it is becoming an economic engine for the people of the surrounding area.There was plenty of discussion, both for and against, before this donated land was established as a National Monument. The rationale against was based on the flawed assumption that commercial logging would be lost. The land was already in conserved status by the owner so there was no possibility that logging would be restarted. And as I mentioned above, the park is becoming an economic engine badly needed by the region's residents.Please leave the status ""as is"".",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-19526
DOI-2017-0002-51052,"Dear Secretary Ryan Zinke,Our public lands are vital to our national legacy, which belongs not only to us, but also to all future Americans. These are the wild places we lovewhere we run, hike, camp, ski, fish, climb and spend important time with our friends and families.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-51052
DOI-2017-0002-62198,"American sportsmen and women support judicious use of the Antiquities Act to permanently conserve important lands and waters, safeguard fish and wildlife habitat, and secure public hunting and fishing opportunities. Recently designated national monuments, such as Rio Grande del Norte in New Mexico, Berryessa Snow Mountain in California and Upper Missouri River Breaks in Montana, provide important hunting and fishing opportunities and enjoy widespread support from hunters and anglers. Our community is invested in ensuring that these important landscapes will remain under long-term protection.Please stand with me and Backcountry Hunters & Anglers in defending the world-class habitat and hunting and angling found in America's national monuments.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-62198
DOI-2017-0002-34584,"Dear Secretary Ryan Zinke, Protected public lands are part of our national heritage. An attack on Bears Ears, or any of our national monuments, is an attack on America.We have visited the Moab, UT area for years and have barely scratched the surface of the amazing areas within a couple hours drive of Moab. Friends have recently come back with great experiences and stories spending time with their families in the Bears Ears area. These areas are so important to our country. They maintain a large place where people can go to escape from city life and experience how rugged and raw the west is. Each area is unique for different reasons and they all need to be protected.Please use this review opportunity to end any discussion of reducing or eliminating existing national monuments or other federally managed public lands.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-34584
DOI-2017-0002-50872,"President Trump recently issued an executive order calling for the review of 27 national monuments, including Giant Sequoia, which shelters about half of the sequoia groves remaining in the world today. I'm speaking up for the monuments and sharing my opinions about these protective designations with the Department of the Interior.Giant sequoia, the world's largest trees, are only found in a narrow band along the western slope of California's Sierra Nevada Mountains. With over 150 years of hard-fought protections by Tribal communities, volunteers, nonprofits, Congress, and at least five U.S. presidents, this remarkable forest stands as a symbol of one of the most significant conservation efforts in American history.""This is not about locking lands up; it is about freeing them up for all Americans for all time. We're here because we recognize that these trees, though they live to be very old and grow very large, like life itself are still fragile. The roots are surprisingly shallow and the greatest threat to the trees' life is any disturbance to the tenuous balance between the tree and the ground that anchors it."" President Clinton, April 2000, at the Giant Sequoia National Monument DesignationPlease don't fuck up cone one more treasure of the USA! Your Grandchildren depend upon you not being greedy & stupid!",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-50872
DOI-2017-0002-8311,"DO NOT ALLOW ANY COMMERCIAL EXPLOITATION OF OUR NATIONAL MONUMENTS. We need these treasures, established with great forethought and consultation, for many reasons including their sacred status to the Native American tribes we stole the land from many years ago. We need open space and beauty for an increasingly urban population that uses them for recreation. Surrounding communities benefit economically, as well. Proposed uses like mining and drilling will inevitably scar the land, disturb the quiet and upset the ecology. This is simply a proposal to rape our land, waters and air. I am unalterably opposed to their exploitation, shrinking of their boundaries, or diminishing their protected status. My statement represent 3 voters, living together across from a National Estuarine Wildlife Preserve, also threatened by this administration. We are terrified that irreparable damage will be done.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-8311
DOI-2017-0002-5321,"My family and I frequently hike and camp on public lands and visit national parks and monuments. This summer, for example, we have planned an extended road trip that includes Washington, Idaho, and Montana, and our itinerary will be largely determined by attractions such as national monuments. I am taking my children to these places and telling them this natural beauty belongs to them as American citizens. I hope they will be able to do the same for their children.Please don't rob the American people by selling our heritage to the oil and gas industry. These resources mean more to us than they can possibly mean to an industry that will trash them and leave them behind.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-5321
DOI-2017-0002-36682,"Dear Secretary Ryan Zinke,One of the things that makes America great is our public land system. National monuments are important to everyone, and should remain under protection once created.Sincerely,Jaal Mann Vashon, WA 98070",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-36682
DOI-2017-0002-48927,"As a Utahn, I am horrified by the federal land grab of more than 3 million acres by President Obama through the antiquities act. (How is 3 million acres small?!?)This monument devastates whole county economies, it restricts the land from being used by the natives who LIVE off the land (and have for generations), and it goes against everything American! It was accomplished with no support from local residents, county, state, or federal representatives, including opposition from the full Utah delegation in Washington AND the governor. All concern for Utah was ignored, while listening to environmentalists and tribal leaders from OUTSIDE of Utah. Please restore this land to those who love and care for it! It was being preserved even as it was in use. Those who understand this land are in a much better position to use it wisely, while protecting it for future generations. Please restore the opportunity of counties to have control of their county economies and emergency services used in these remote areas (that they are best equipped and experienced to serve!). Local is always better.",Yes,Negative,https://www.regulations.gov/document?D=DOI-2017-0002-48927
DOI-2017-0002-72067,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Scott Ary Reno, NV 89523",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-72067
DOI-2017-0002-6313,"Hello, I'm a resident of Utah in favor of the current monuments Bear Ears and Grand-Staircase Escalante. As a former resident of Colorado, we would often plan trips to these beautiful places because of the ease of access, lack of fees, and conservation appeal. We would spend money in local grocery stores, eat in restaurants, and then my personal souvenir has always been a piece of art by a local artist in a surrounding community. These monuments provide a tangible piece of the Western landscape that we can never recover if we don't protect them from development. Oil and gas industries make promises about environmental protections that they never keep and the land is forever scarred. Habitat for desert birds, reptiles, mammals, and insects is precious, and the acreage of these monuments seems vast but is a drop in the bucket compared to the ranges these animals require in migratory corridors or in search of water and food. Take the case of Boulder, Utah- there's sustainable business around the outdoor industry, and in Colorado (Leadville-eg Melanzana) is another example of how entrepreneurs can make sustainable businesses in rural places that do not rely on extraction industries. Ranchers are a special case in which we want to preserve their livelihoods and we could do so without rescinding the monuments-that is a better route than to allow oil and gas to dictate the fate of the land. Additionally, the Southern Ute tribes endorse this monument as it preserves their access to cultural significant sites and practices. Don't let big business trample our national treasures. More so than than an exhibit in a museum, the Bear Ears and Grand-Staircase Escalante monuments are a window into the past and future landscapes of the West. Let's keep it that way, conserved and preserved in perpetuity. Thank you,Claire Bensard",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-6313
DOI-2017-0002-15366,"Dear Secretary Ryan Zinke,Public lands are the best thing that has ever happened to America. This is where people go to escape, to find something bigger and better than what they see in their daily lives. Public lands and the enjoyment of their natural splendor is what will save us all. Sincerely,Bridget Guthrie Denver, CO 80210",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-15366
DOI-2017-0002-23610,"Our national monuments are a way for Americans to connect with and appreciate the natural beauty of our country. To destroy our national monuments in the name of industrialization is to cover up the legacy/history of what made America worth exploring. They're a great way to introduce families to the outdoors, and an important part of our historical legacy. We shouldn't abolish a single one.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-23610
DOI-2017-0002-18058,"Dear Secretary Ryan Zinke,I am writing in support of upholding the national monument status that has been granted to over 11 million acres of this country. I live in Washington state where so much of our beautiful lands are protected from privatization so that people of all ages and colors can come together, outside, in unity to experience what God has created. Without Mount Rainier National Park, this state, and my life, would be very different. Not only does it provide tourism and economic opportunity as a result, but it provides a place for people like me to separate from the daily stress of crowds, work, technology, and politics. It provides a place to exercise, to be in solitude, and to have community. What other places do this? Our national monuments need protecting. Please keep them public and maintained by people who are truly compassionate stewards of the land. Sincerely,Liz Koenig Issaquah, WA 98029",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-18058
DOI-2017-0002-31135,Regulation on public land is way to restricted at all levels. It is time to reverse the needless restrictions that have been placed on theses lands.,No,Negative,https://www.regulations.gov/document?D=DOI-2017-0002-31135
DOI-2017-0002-45612,"Dear Secretary Ryan Zinke, Protected public lands are part of our national heritage. An attack on Bears Ears, or any of our national monuments, is an attack on America. Defend these lands because everyone should get a chance to see where we came from. Just because it's not important to you, doesn't mean it's not highly valued by the people who employ you. Remember, we are the people and you speak for us. Now let him hear you.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-45612
DOI-2017-0002-76939,"Greetings Secretary Ryan Zinke, I live in Bishop, CA. I have never been to the Big Ears National Monument. I, however, live near wilderness areas, and LOVE the idea that these places are preserved pristine for future generations to enjoy. As technology takes over more and more of our work, and leisure, time, having these natural areas to reconnect with our HUMAN side becomes more important.Nothing gives me the unencumbered sense of awe that wilderness does. Please DO NOT let commercial resource development in our Wildernesses!thank you, citizen & voter, Jan Sudomier",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-76939
DOI-2017-0002-14137,"Dear Secretary Ryan Zinke,Please do not consider shrinking our national lands. These lands are vital to the conservation of America's beauty and ensuring it can be shared for generations to come. Thank you.Sincerely,JP Tabor Dallas, TX 75229",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-14137
DOI-2017-0002-12617,"Please preserve our national monuments; in particular: Vermillion Cliffs, Grand Staircase, Escalante, Giant Sequoia and Craters of the Moon. If possible, please preserve all the monuments on the list. You just can't put a price tag on these awe-inspiring places. Everyone, including future generations, should have the opportunity to visit and cherish them as I do.Please save the natural beauty and wildness of this country.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-12617
DOI-2017-0002-2799,"As an outdoor enthusiast who loves our public lands, I support the designation of Bears Ears National Monument and ask that its boundaries remain unchanged.For more than 100 years, Presidents of both parties have used the Antiquities Act--a tool signed into law by Theodore Roosevelt--to enact far-sighted protections for our common American inheritance. Bears Ears is exactly the kind of place the Antiquities Act intended to protect. It is rich in cultural history which inspired a historic coalition of tribes to band together to push for its designation. In addition to protecting over 100,000 archaeological sites, the designation preserves world-class recreation opportunities in places like Cedar Mesa, Grand Gulch, and Indian Creek.The process that led to the designation of Bears Ears National Monument was thorough and transparent. For more than 80 years, decision makers from all sides presented proposals seeking permanent protection of all or part of this incredible landscape. The boundaries were informed by both the multi-year Public Lands Initiative and by a proposal from the Bears Ears Inter-Tribal Coalition. Those boundaries do not exceed the acreage necessary to preserve the rich cultural heritage, ecological values, and recreation assets.Thank you for reviewing the decades of hard work and thoughtful consideration that culminated in the designation of Bears Ears National Monument. Please recommend that President Trump leave the current Bears Ears National Monument boundaries in place.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-2799
DOI-2017-0002-35720,"American sportsmen and women support judicious use of the Antiquities Act to permanently conserve important lands and waters, safeguard fish and wildlife habitat, and secure public hunting and fishing opportunities. Recently designated national monuments, such as Rio Grande del Norte in New Mexico, Berryessa Snow Mountain in California and Upper Missouri River Breaks in Montana, provide important hunting and fishing opportunities and enjoy widespread support from hunters and anglers. Our community is invested in ensuring that these important landscapes will remain under long-term protection.Growing up in Illinios, one of my first jaw dropped my experiences with the natural world came on a trip to Joshua Tree National Monument, which has now become a national park. Since that time a significant portion of my life has been spent on America's federally managed public lands, including protected monuments. I choose to live and work in Idaho because of the access and availability of public land. My discretionary spending goes to fuel the outdoor economy. Please protect the antiquities act, which has formed the bedrock of our ability to set aside locals in special need of protection. Please continue citizen advisory committee and requests for public input to ensure all of our land is managed for the best interests of the American people, based on the best science , and not the special or short term interests of corporations and their paid lobbyists.Please stand with me and Backcountry Hunters & Anglers in defending the world-class habitat and hunting and angling found in America's national monuments.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-35720
DOI-2017-0002-12261,Do not touch our national monuments,No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-12261
DOI-2017-0002-37939,"Dear Secretary Ryan Zinke, Bears Ears National Monument should have been protected 50 years ago and deserves to be protected for all future generations. Please dont rescind or change its designation.It is a precious natural resource that should be preserved for our future generations to be able to marvel at its shear natural beauty. Please help protect it and all the other national monuments, like Gold Butte in a Nevada.Thank you.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-37939
DOI-2017-0002-66596,"Monuments belong to everyone, please protect these sites.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-66596
DOI-2017-0002-55696,"We do not approve of any changes to the National Monument designations. These sites have extraordinary historic,educational,scientific,and recreational value for all Americans.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-55696
DOI-2017-0002-42090,"Dear Secretary Ryan Zinke, Please protect public lands. They are one of the most spectacular things about this great country and they belong to all of us. Bears Ears National Monument needs to be protected. Please dont rescind or change its designation.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-42090
DOI-2017-0002-39031,"Dear Secretary Ryan Zinke,.These all were set aside for our country's ability to see what this great land is and where is has all evolved from. All the way back to the very first, which was Yosemite down in the middle of the Civil War by both party's. Sincerely,Timothy Cook Stockton, CA 95204",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-39031
DOI-2017-0002-77394,"This comment is in reference to the central Dark Canyon, Bears Ears Buttes and Cedar Mesa region:One of the primary criteria for establishing National Monuments is to protect ""objects of scientific interest"" and one of the primary goals of Bears Ears was to protect paleontological and archaeological resources. All of its areas contain world class vertebrate fossil localities spanning the Pennsylvanian through the Cretaceous, many of them only just beginning to be prospected. Many of the fossils from Bears Ears are only examples of their kind in the country or the world, including new species of extinct fish, amphibians, mammal-relatives, and reptiles. Designation of the monument was a major accomplishment for our science and we do not want to lose it.The central Dark Canyon, Bears Ears Buttes and Cedar Mesa region contains scientifically invaluable Pennsylvanian and Permian communities that document the history of terrestrial vertebrate life prior to the Permian-Triassic extinction. The area includes spectacular synapsid remains and strange burrows from these early mammal relatives that are still poorly understood. Losing protections would hinder research.The Valley of the Gods area includes some of the earliest vertebrates to walk on land in America, as well as exquisitely preserved leaf fossils and petrified wood. Fossil evidence exposed along the Honaker Trail provides evidence that this arid landscape was once part of a thriving coral reef during the Pennsylvanian Period. The Red Canyon Region preserves one of the best records of the Triassic-Jurassic transition anywhere in the world, providing crucial information for paleontologists seeking to understand how dinosaurs came to dominate terrestrial ecosystems during the Mesozoic Era. This area has only just begun to be prospected and already it has produced an incredible range of vertebrate life, including enigmatic animals like the armored Doswellia. Only parts of the Red Canyon Region are currently protected within the boundaries of the Monument. It would be pertinent to expand the boundaries to include the area between the western ""island"" and the main part of the Monument.The Indian Creek Region documents the ecology of large carnivorous mastodontosaouroids in the Moenkopi Fm., and the geologically younger Chinle Fm. has produced fossil plants, crayfish and burrows, and extinct amphibians and reptiles, such as metoposaurs, phytosaurs, crocodylomorphs, and dinosaurs. Sites in this area were looted before the Monument was established.The Eastern Region of the Monument has a unique record of Jurassic and Cretaceous vertebrate life, including many new dinosaur taxa like the prosauropod Seitaad.In summary, this national monument is important for protecting irreplaceable scientific resources, in addition to being a place of beauty that should be protected for public enjoyment. I am a member of the Society of Vertebrate Paleontology, and they support this message.-Dr. Melissa Pardi, University of New Hampshire",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-77394
DOI-2017-0002-66133,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Judith Rinesmith Saint Peters, MO 63376",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-66133
DOI-2017-0002-38868,"Please keep Bears Ears intact. Do not take away its Monument designation. I stand with the Tribal Coalition who consider this area sacred land. I also think the American people deserve to have our naturally beautiful, environmentally fragile lands protected for our appreciation and use today and for future generations.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-38868
DOI-2017-0002-6419,Please remove the Katahdin woods and waters monument it was created without the support of the area residends and it is a great injustice to the people of the area.,No,Negative,https://www.regulations.gov/document?D=DOI-2017-0002-6419
DOI-2017-0002-58714,"Dear Secretary Ryan Zinke,Bears Ears National Monument is ecologically rich and culturally valuable. Rescinding or changing it hurts one of our nations most incredible landscapes. Our public lands are vital to our national legacy, which belongs not only to us, but also to all future Americans. These are the wild places we lovewhere we run, hike, camp, ski, fish, climb and spend important time with our friends and families. Theyre economically beneficial to our local communities, and to our nation as a whole.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-58714
DOI-2017-0002-19965,"Dear Secretary Ryan Zinke,Please protect these important lands! National monuments, parks, and forests are critical to our country. These lands enable exploration and being active - things that help keep us healthy and healthy. Protection for the flora and fauna in them keeps our environment healthy as well. Sincerely,Megan Hill Denver, CO 80211",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-19965
DOI-2017-0002-10639,"Please keep Bears Ears as a National Monument. It is extremely important to,protect these sacred and wilderness lands intact. This would be illegal going against the Antiquities Act which was set in place for a reason. There was required public input when Bears Ears was protected. I am extremely disappointed in President Trump with this executive order. We as a nation have a responsibility to protect this type of land.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-10639
DOI-2017-0002-31093,"Dear Secretary Ryan Zinke,Back when we were newly dating, I fell in love with my now husband through the love of the outoors. Our first vacation was at a national monument, our honeymoon was a road trip to Yellowstone National Park. As someone who grew up in southwestern Ohio, I took natural beauty for granted (nature was all around). As an adult who lives in Seattle and seeks respite in nature, I clearly see the need to preserve this nation's natural beauty for my future family and future generations. Please protect our public lands and keep our existing national monuments. Sincerely,Mahsino Blamoh Seattle, WA 98118",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-31093
DOI-2017-0002-74100,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,K Knowles Arvada, CO 80004",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-74100
DOI-2017-0002-21818,"American sportsmen and women support judicious use of the Antiquities Act to permanently conserve important lands and waters, safeguard fish and wildlife habitat, and secure public hunting and fishing opportunities. The establishment of a number of the national monuments currently under review would not have been possible without strong support from sportsmen. Our community is invested in ensuring that these important landscapes will remain under long-term protection.The protection of habit through out the country is vital to the health of our entire nation. Indeed, when the development of ""progress"" infringes on our natural environment, our ""vital signs"" suffer damage and this impact our own health and well being. While the impact on water is most noticeable in water quality, loss of water reservoirs, and increased flooding, the impacts to forests impact air quality, erosion control, and wildlife habitat. As a country which is in a crisis of being overweight, maintaining the national monuments, national forests, parks, and natural habitat provide a built in ""fitness membership program"" we can all take advantage of and become more involved in protecting. Please protect our environment.Please stand with me and Backcountry Hunters & Anglers in defending the world-class habitat and hunting and angling found in America's national monuments.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-21818
DOI-2017-0002-46393,"Please protect our National Monuments for future generations. They are special places that need and deserve to be preserved in their current stages before more biodiversity and habitat is lost. We know there is no going back once the road is built, the mine is open, the trees are cut, the water diverted or whichever commercial enterprise has purchased the right to destroy these incredible places.Do not let this unjust, insane, undemocratic administration destroy the work of many past administrations, Rebublican and Democratic. Thank you for your vote to protect all of our Nationnal Monuments, sincerely, Christine Lowry",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-46393
DOI-2017-0002-27371,"Dear Secretary Ryan Zinke,I love that you are reviewing the National Monuments! I believe that the Bears Ears National Monument should be rescinded. And the property returned to the state of Utah. I'm tired of the federal government and the people in Washington deciding what to do with land they have never set foot on. Sincerely,Ramona Lasson Sandy, UT 84092",Yes,Negative,https://www.regulations.gov/document?D=DOI-2017-0002-27371
